accX,accY,accZ,gyroX,gyroY,gyroZ,label
0.130484,3.34889,9.26257,0.0253,-0.0242347,0.0324905,0
39.63089277336033,27.84655141438387,39.89702430147214,3.250214685295937,3.7560060494820293,3.603731805075038,1
0.059855,0.0885855,9.63906,-0.00122173,0.000610865,-0.000610865,0
33.43136933287812,34.70215747944138,35.28029881969501,3.8202357121705517,4.01725496189737,3.8021037902307775,1
37.052966680764825,37.2202774583985,41.306555923925785,4.656492887920117,3.687896149140728,4.970630992874985,1
40.316451443485235,26.766445482186597,36.79720962664884,3.1319741702400665,3.6011798035577076,4.328504552900691,1
36.514437690388185,28.982603559192967,35.924527525284915,3.323801339853785,4.388148307710129,4.057289334100696,1
-0.654814,0.124498,9.99938,0.00106138,0.0,-1.29e-06,0
-0.23942,0.28491,9.93833,-0.000532632,-0.0015979,-0.000532632,0
0.216675,1.30005,9.61392,0.0,0.0,0.0,0
-5.74728,-1.76213,-7.81349,-0.000106812,0.00038147,-0.000152588,0
36.87844311791915,37.91476886482675,40.73904606527655,4.622043704576171,3.444527276173288,4.039170659364586,1
33.92172233305226,35.35855424796411,44.63840213957937,3.2651308212355215,4.53070867011504,3.502785265023585,1
36.99832843546246,26.3626805011497,35.28771195647539,4.714798056706842,3.4283720553885413,4.527636796538818,1
9.32756,0.940129,2.74009,-0.00543218,-0.00758934,-0.000161121,0
-1.713,-2.181,-8.92,0.000872,0.000872,0.000872,0
31.674649263279832,25.372069735430625,42.8974722356064,4.045754057324604,3.998315472566091,4.792100684272567,1
42.249396206564796,29.40711052894773,42.69789711948064,3.30532156206353,3.8784738130694585,4.805806700983277,1
3.21805,-1.86042,-9.25095,-0.0597103,0.121711,-0.0383307,0
42.78727821088876,31.25377037623302,40.324859257033246,3.3849107213196037,4.905676707155686,3.031093772006867,1
-1.59693,6.79953,7.60638,-0.858603,-0.379767,0.199737,0
38.980032168110256,35.50444084517549,43.14520018472689,3.00313439379733,3.7100166026427175,4.705493870205981,1
-0.253784,1.17795,10.7979,-0.000274658,0.000152588,6.1e-05,0
-0.210809,0.179443,9.73291,0.0,0.0,0.0,0
-9.36372,3.35308,-0.921768,0.0406164,-0.0208916,0.0121073,0
36.732994838853095,31.046454058781134,40.7435156143877,4.27052859520541,3.2421915357623843,4.9762772420361925,1
-2.93769,4.6232,10.9466,-0.249538,0.103465,0.355905,0
0.0502493,-0.0684946,9.81955,-0.0428756,-0.0677755,0.0420767,0
38.95157189822794,25.45726167056298,38.446821432884086,4.267856099414914,4.504223101511042,3.638351305776201,1
0.562937,2.87697,6.4097,0.15726,-0.158192,-0.0370179,0
0.447458,1.10548,-9.93679,0.0,7.64e-05,-7.64e-05,0
-0.18405,9.50295,2.16195,0.032175,-0.0020625,-0.00385,0
37.50169814691466,27.350618835691662,38.72514334566598,3.752968697257458,3.03563215664051,4.439894447232232,1
34.67259857051582,38.499826409319866,43.20665524385042,3.1801584171749373,3.6578559369945225,3.461719774127714,1
0.164979,1.10464,10.0852,0.0,0.0,0.0,0
1.075,8.03973,4.69982,-0.128893,-0.0855211,-0.0476475,0
-0.594079,-1.38878,9.62743,-0.000133158,-0.000133158,0.000133158,0
34.112919351776505,34.90198011719513,39.44676683491549,3.6224500839072498,4.173649213548252,3.7725633934168146,1
0.171185,0.233435,9.79707,0.0,0.0,0.000133158,0
0.225055,3.99592,9.16979,0.106526,-0.175769,-0.04048,0
30.41081939630201,37.66195024673344,37.407719063972976,3.1799795040990038,4.646266454991895,3.2407154691271307,1
-8.23095,1.128,5.07495,0.00055,-0.0009625,0.0004125,0
-0.14805,3.051,9.33495,0.0031625,-0.0521125,0.021725,0
0.0690826,0.0868225,9.75138,0.0,0.0,0.0,0
44.84581997651708,29.468758737140895,37.759945287681724,4.308600234164285,3.9044667045120516,4.660678351646798,1
34.5103643554705,32.633685936550435,42.746938809521104,4.813960966751541,3.7888104719452187,3.8661126854288077,1
0.203507,4.18746,9.28022,0.549015,-0.421497,-0.830853,0
-0.209372,5.92912,7.87298,-0.00534491,0.00167983,-0.00160347,0
7.84939,0.201113,-6.10581,-0.0235183,-0.0375682,-0.0229074,0
2.29083,1.61665,9.29253,0.014813,0.023594,0.0318404,0
-0.362214,4.92054,8.50439,-0.0216851,-0.00717746,-0.00870457,0
-1.38066,9.42473,-1.34686,-0.00290152,-0.00855186,0.14981,0
-2.33629,6.03799,7.26611,0.00343602,-7.64e-05,0.00167983,0
0.604188,1.11386,9.55394,-0.00038179,0.0014508,-0.00152716,0
35.36544428456388,36.608343722764175,36.07051875855581,4.1411114188603895,4.5955036624275,3.6562222088896146,1
33.1131855988706,39.74500649035015,41.909465706521075,4.975893434250057,3.6082707660659463,3.9319546213507155,1
-0.158017,0.225055,9.92157,0.000532632,0.000532632,0.0,0
42.48068948086379,36.001151890083335,38.36558107899383,4.68846388643115,3.82761801105547,4.693301365929942,1
32.34625316857987,28.82035920300292,41.03205341080595,4.472030199905439,4.309474278346572,3.549174031272276,1
0.317647,-0.220738,-9.96641,0.0,-0.000266308,0.000133154,0
1.63998,9.60389,-0.294018,-0.000839915,0.000916271,0.000992627,0
9.45949,0.354342,-2.43969,0.00372843,-0.0197074,-0.00319579,0
35.4021807129899,36.64428384288951,42.66385446062543,4.617194384300342,3.4463884761462404,4.024362101443099,1
0.256929,0.0433699,9.86172,0.000152712,-0.000152712,0.0,0
-0.538695,0.80924,9.59835,-0.000610865,-0.000610865,-0.000610865,0
6.82942,5.69536,-3.48158,0.00532532,0.00259399,-9.16e-05,0
0.036,0.375,9.941,-0.000826433,-0.00227013,0.000239949,0
43.948146150376445,29.472579221957773,44.62413094335249,3.5389001532238717,3.9498638233926613,4.667115279380982,1
1.36311,2.11504,9.52562,0.0,0.0,0.0,0
-1.04267,0.618844,9.65145,-0.00908635,-0.00114534,0.00122169,0
0.449552,1.10788,-9.93949,7.64e-05,0.0,-7.64e-05,0
9.83059,0.268151,0.414197,-0.00213053,-0.062318,-0.0111853,0
